name,Location,Room_Type,Bed,Price,tax,Reviews,link
Sharad Baug homestay,Bhuj,Budget Twin Room,2 twin beds,"₹ 3,000",+₹ 360 taxes and fees,Scored 8.9,https://www.booking.comhttps://www.booking.com/hotel/in/sharad-baug-palace.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=791&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394921&all_sr_blocks=363820013_367108729_2_1_0&highlighted_blocks=363820013_367108729_2_1_0&matching_block_id=363820013_367108729_2_1_0&sr_pri_blocks=363820013_367108729_2_1_0__300000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
"Welcomhotel by ITC Hotels, Jodhpur",Jodhpur,Deluxe Double or Twin Room,Beds: 1 double or 2 twins,"₹ 5,400",+₹ 648 taxes and fees,Scored 8.6,https://www.booking.comhttps://www.booking.com/hotel/in/welcomhotel-jodhpur.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=792&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394921&all_sr_blocks=102784704_365507346_2_41_0&highlighted_blocks=102784704_365507346_2_41_0&matching_block_id=102784704_365507346_2_41_0&sr_pri_blocks=102784704_365507346_2_41_0__540000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
KC MANOR,"Bistupur, Jamshedpur",Deluxe Double or Twin Room,2 twin beds,"₹ 2,640",+₹ 317 taxes and fees,Scored 7.8,https://www.booking.comhttps://www.booking.com/hotel/in/kc-manor.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=793&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394921&all_sr_blocks=750417602_340092420_1_41_0&highlighted_blocks=750417602_340092420_1_41_0&matching_block_id=750417602_340092420_1_41_0&sr_pri_blocks=750417602_340092420_1_41_0__264000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Rudra Imperial Resort,Sītāpur,Standard Double Room,1 full bed,"₹ 2,700",+₹ 324 taxes and fees,Scored 9.3,https://www.booking.comhttps://www.booking.com/hotel/in/rudra-imperial-resort.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=794&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394921&all_sr_blocks=1078026101_380394338_1_1_0&highlighted_blocks=1078026101_380394338_1_1_0&matching_block_id=1078026101_380394338_1_1_0&sr_pri_blocks=1078026101_380394338_1_1_0__270000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Lake Side Resort Neermahal,Melāghar,Superior Double Room,"3 beds (2 twins, 1 queen)","₹ 2,160",+₹ 259 taxes and fees,Scored 8.1,https://www.booking.comhttps://www.booking.com/hotel/in/polo-lake-resort-sagarmahal.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=795&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394921&all_sr_blocks=694695701_386195650_2_42_0&highlighted_blocks=694695701_386195650_2_42_0&matching_block_id=694695701_386195650_2_42_0&sr_pri_blocks=694695701_386195650_2_42_0__216000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
FabExpress Malti Guest House,Kulu,Deluxe Double Room,1 full bed,"₹ 1,514",+₹ 199 taxes and fees,Scored 8.6,https://www.booking.comhttps://www.booking.com/hotel/in/oyo-85331-malti-guest-house.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=796&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394921&all_sr_blocks=872902006_386137159_0_0_0&highlighted_blocks=872902006_386137159_0_0_0&matching_block_id=872902006_386137159_0_0_0&sr_pri_blocks=872902006_386137159_0_0_0__151410&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Red Thread Calangute,Calangute,Executive Room,1 queen bed,"₹ 4,455",+₹ 535 taxes and fees,Scored 8.5,https://www.booking.comhttps://www.booking.com/hotel/in/red-thread-calangute.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=797&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394921&all_sr_blocks=625705802_364575780_3_2_0&highlighted_blocks=625705802_364575780_3_2_0&matching_block_id=625705802_364575780_3_2_0&sr_pri_blocks=625705802_364575780_3_2_0__445500&from=searchresults#hotelTmpl
"THE HIMALAYAN WOODS, CHAUKORI",Chaukori,Family Suite,2 king beds,"₹ 7,000",+₹ 840 taxes and fees,Scored 9.1,https://www.booking.comhttps://www.booking.com/hotel/in/the-himalayan-woods-chaukori.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=798&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394928&all_sr_blocks=975831202_369945225_4_0_0&highlighted_blocks=975831202_369945225_4_0_0&matching_block_id=975831202_369945225_4_0_0&sr_pri_blocks=975831202_369945225_4_0_0__700000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Hotel Sky Sierra Wayanad,Kalpetta,Deluxe Double Room with Balcony,1 full bed,"₹ 4,999",+₹ 600 taxes and fees,Scored 8.8,https://www.booking.comhttps://www.booking.com/hotel/in/sky-sierra.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=799&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394928&all_sr_blocks=1042369901_380751006_2_2_0&highlighted_blocks=1042369901_380751006_2_2_0&matching_block_id=1042369901_380751006_2_2_0&sr_pri_blocks=1042369901_380751006_2_2_0__499900&from=searchresults#hotelTmpl
ARK HOTEL AND CONVENTION CENTRE,Mundūr,Deluxe Room,1 twin bed,"₹ 3,000",+₹ 360 taxes and fees,Scored 8.4,https://www.booking.comhttps://www.booking.com/hotel/in/ark-and-convention-centre.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=800&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394928&all_sr_blocks=821259803_344845230_2_42_0&highlighted_blocks=821259803_344845230_2_42_0&matching_block_id=821259803_344845230_2_42_0&sr_pri_blocks=821259803_344845230_2_42_0__300000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Tajview Agra-IHCL SeleQtions,"Taj Ganj, Agra",Deluxe Room King Bed,1 king bed,"₹ 4,300",+₹ 516 taxes and fees,Scored 8.7,https://www.booking.comhttps://www.booking.com/hotel/in/taj-view-agra.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=801&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394928&all_sr_blocks=7474705_366149226_1_42_0&highlighted_blocks=7474705_366149226_1_42_0&matching_block_id=7474705_366149226_1_42_0&sr_pri_blocks=7474705_366149226_1_42_0__430000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
WonderLand Guest House,Udhampur,Double Room with Mountain View,"2 beds (1 full, 1 futon)","₹ 1,250",+₹ 150 taxes and fees,Scored 6.1,https://www.booking.comhttps://www.booking.com/hotel/in/wonderland-guest-house-udhampur.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=802&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394928&all_sr_blocks=899803401_388636109_0_0_0&highlighted_blocks=899803401_388636109_0_0_0&matching_block_id=899803401_388636109_0_0_0&sr_pri_blocks=899803401_388636109_0_0_0__125000&from=searchresults#hotelTmpl
NEW HOTEL SURYA LODGE,Hiriyūr,Single Room with Bathroom,1 twin bed,"₹ 1,008",+₹ 121 taxes and fees,Scored 6.8,https://www.booking.comhttps://www.booking.com/hotel/in/new-surya-lodge.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=803&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394928&all_sr_blocks=878361401_356917725_1_2_0&highlighted_blocks=878361401_356917725_1_2_0&matching_block_id=878361401_356917725_1_2_0&sr_pri_blocks=878361401_356917725_1_2_0__100800&from=searchresults#hotelTmpl
Morvee Hotels Durgapur,Durgāpur,Superior Double or Twin Room,1 king bed,"₹ 3,365",+₹ 404 taxes and fees,Scored 7.7,https://www.booking.comhttps://www.booking.com/hotel/in/morvee-hotles-durgapur.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=804&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394928&all_sr_blocks=701106703_373019035_1_42_0&highlighted_blocks=701106703_373019035_1_42_0&matching_block_id=701106703_373019035_1_42_0&sr_pri_blocks=701106703_373019035_1_42_0__336510&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
KSTDC Hotel Mayura Krishna Almatti,Bāgalkot,One-Bedroom Chalet,Entire chalet • 1 bedroom1 twin bed,"₹ 2,160",+₹ 259 taxes and fees,Scored 7.8,https://www.booking.comhttps://www.booking.com/hotel/in/kstdc-mayura-krishna-almatty.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=805&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394928&all_sr_blocks=673200702_376640692_1_0_0&highlighted_blocks=673200702_376640692_1_0_0&matching_block_id=673200702_376640692_1_0_0&sr_pri_blocks=673200702_376640692_1_0_0__216000&from=searchresults#hotelTmpl
Hotel Sravasti Residency,Katra,Deluxe Double or Twin Room,2 twin beds,"₹ 4,000",+₹ 480 taxes and fees,Scored 7.1,https://www.booking.comhttps://www.booking.com/hotel/in/sravasti-residency.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=806&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394928&all_sr_blocks=755262301_332293252_2_42_0&highlighted_blocks=755262301_332293252_2_42_0&matching_block_id=755262301_332293252_2_42_0&sr_pri_blocks=755262301_332293252_2_42_0__400000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
HOTEL BAGARIA PALACE,Nāgaur,Double Room,1 full bed,"₹ 1,350",+₹ 162 taxes and fees,Scored 8.0,https://www.booking.comhttps://www.booking.com/hotel/in/bagaria-palace.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=807&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394928&all_sr_blocks=1158145901_389990963_1_2_0&highlighted_blocks=1158145901_389990963_1_2_0&matching_block_id=1158145901_389990963_1_2_0&sr_pri_blocks=1158145901_389990963_1_2_0__135000&from=searchresults#hotelTmpl
Hotel RJ - Managed by AHG,Greater Noida,Standard Double or Twin Room,Multiple bed types,"₹ 2,700",+₹ 324 taxes and fees,Scored 8.5,https://www.booking.comhttps://www.booking.com/hotel/in/rj-managed-by-ahg-greater-noida.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=808&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394928&all_sr_blocks=910043001_362189350_1_2_0&highlighted_blocks=910043001_362189350_1_2_0&matching_block_id=910043001_362189350_1_2_0&sr_pri_blocks=910043001_362189350_1_2_0__270000&from=searchresults#hotelTmpl
Neemrana's - Bungalow on The Beach,Tarangambādi,Heritage Romance,1 full bed,"₹ 8,400","+₹ 1,512 taxes and fees",Scored 8.2,https://www.booking.comhttps://www.booking.com/hotel/in/neemrana-s-bungalow-on-the-beach.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=809&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394928&all_sr_blocks=85527802_379260545_2_1_0&highlighted_blocks=85527802_379260545_2_1_0&matching_block_id=85527802_379260545_2_1_0&sr_pri_blocks=85527802_379260545_2_1_0__840000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
The Oberoi Udaivilas Udaipur,Udaipur,Premier Room with Garden View,1 king bed,"₹ 31,000","+₹ 5,580 taxes and fees",Scored 9.6,https://www.booking.comhttps://www.booking.com/hotel/in/the-oberoi-udaivilas.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=810&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394928&all_sr_blocks=7878601_277203485_2_2_0&highlighted_blocks=7878601_277203485_2_2_0&matching_block_id=7878601_277203485_2_2_0&sr_pri_blocks=7878601_277203485_2_2_0__3100000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Hotel Grand Cabbana By Levelup Hotels,Amritsar,Deluxe Room,1 queen bed,"₹ 5,250",+₹ 630 taxes and fees,Scored 8.3,https://www.booking.comhttps://www.booking.com/hotel/in/grand-cabbana-by-levelup.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=811&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394928&all_sr_blocks=892399201_367088050_0_2_0&highlighted_blocks=892399201_367088050_0_2_0&matching_block_id=892399201_367088050_0_2_0&sr_pri_blocks=892399201_367088050_0_2_0__525000&from=searchresults#hotelTmpl
Hashtag Traveller's Ayodhya,Ayodhya,Bed in 8-Bed Mixed Dormitory Room,Bed in dorm1 bunk bed,₹ 600,+₹ 72 taxes and fees,Scored 7.3,https://www.booking.comhttps://www.booking.com/hotel/in/hashtag-travellers-ayodhya1.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=812&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394928&all_sr_blocks=1142797901_391696878_0_0_0&highlighted_blocks=1142797901_391696878_0_0_0&matching_block_id=1142797901_391696878_0_0_0&sr_pri_blocks=1142797901_391696878_0_0_0__60000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
"Fortune Park, Katra - Member ITC's Hotel Group",Katra,Deluxe Room - Drop to Bangaga / Helipad once during the stay,1 king bed,"₹ 4,859",+₹ 583 taxes and fees,Scored 8.2,https://www.booking.comhttps://www.booking.com/hotel/in/the-atrium-on-the-greens.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=813&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394928&all_sr_blocks=108188707_93420982_2_42_0&highlighted_blocks=108188707_93420982_2_42_0&matching_block_id=108188707_93420982_2_42_0&sr_pri_blocks=108188707_93420982_2_42_0__485910&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Heritage Village Resort & Spa Goa,Cansaulim,Superior Twin Room,2 twin beds,"₹ 8,549","+₹ 1,539 taxes and fees",Scored 8.7,https://www.booking.comhttps://www.booking.com/hotel/in/heritage-village-club.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=814&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394928&all_sr_blocks=26802001_391249391_2_41_0&highlighted_blocks=26802001_391249391_2_41_0&matching_block_id=26802001_391249391_2_41_0&sr_pri_blocks=26802001_391249391_2_41_0__854910&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
